     0.050230790   4.6097699e-28
     0.050695569   4.8651838e-28
     0.051164650   5.1346197e-28
     0.051638070   5.4188411e-28
     0.052115871   5.7186464e-28
     0.052598094   6.0348780e-28
     0.053084778   6.3684237e-28
     0.053575965   6.7202225e-28
     0.054071698   7.0913219e-28
     0.054572017   7.4826304e-28
     0.055076965   7.8953009e-28
     0.055586586   8.3304874e-28
     0.056100923   8.7893966e-28
     0.056620018   9.2732999e-28
     0.057143917   9.7835368e-28
     0.057672663   1.0321524e-27
     0.058206301   1.0888742e-27
     0.058744878   1.1486749e-27
     0.059288437   1.2117269e-27
     0.059837027   1.2781882e-27
     0.060390692   1.3482479e-27
     0.060949480   1.4220969e-27
     0.061513439   1.4999362e-27
     0.062082615   1.5819784e-27
     0.062657059   1.6684458e-27
     0.063236817   1.7595716e-27
     0.063821940   1.8556017e-27
     0.064412478   1.9567959e-27
     0.065008479   2.0634258e-27
     0.065609995   2.1757762e-27
     0.066217077   2.2941473e-27
     0.066829776   2.4188559e-27
     0.067448144   2.5502336e-27
     0.068072234   2.6886273e-27
     0.068702099   2.8344029e-27
     0.069337791   2.9879462e-27
     0.069979366   3.1496612e-27
     0.070626877   3.3199698e-27
     0.071280380   3.4993169e-27
     0.071939929   3.6881716e-27
     0.072605581   3.8870253e-27
     0.073277392   4.0963898e-27
     0.073955419   4.3168052e-27
     0.074639720   4.5488405e-27
     0.075330353   4.7930921e-27
     0.076027376   5.0501798e-27
     0.076730849   5.3207578e-27
     0.077440831   5.6055144e-27
     0.078157382   5.9051721e-27
     0.078880563   6.2204795e-27
     0.079610436   6.5522270e-27
     0.080347063   6.9012454e-27
     0.081090505   7.2684080e-27
     0.081840826   7.6546164e-27
     0.082598090   8.0608230e-27
     0.083362361   8.4880280e-27
     0.084133703   8.9372844e-27
     0.084912183   9.4096751e-27
     0.085697865   9.9063442e-27
     0.086490818   1.0428492e-26
     0.087291108   1.0977385e-26
     0.088098802   1.1554320e-26
     0.088913971   1.2160666e-26
     0.089736681   1.2797861e-26
     0.090567005   1.3467422e-26
     0.091405011   1.4170896e-26
     0.092250771   1.4909920e-26
     0.093104357   1.5686205e-26
     0.093965841   1.6501567e-26
     0.094835296   1.7357844e-26
     0.095712796   1.8256981e-26
